ORPHAcode,nombre_enfermedad,tipo_enfermedad,prevalencia_tipo,prevalencia_final,region_prevalencia,calidad_prevalencia,estado_validacion_prevalencia
424073,Serous cystadenocarcinoma of pancreas,Disease,Annual incidence,0.002,Finland,Value and class,Validated
424073,Serous cystadenocarcinoma of pancreas,Disease,Annual incidence,0.001,Germany,Value and class,Validated
424107,Congenital myopathy with myasthenic-like onset,Disease,Cases/families,2.0,Worldwide,Case(s),Validated
424107,Congenital myopathy with myasthenic-like onset,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
424099,Colobomatous microphthalmia-rhizomelic dysplasia syndrome,Malformation syndrome,Cases/families,5.0,Worldwide,Family(ies),Validated
424099,Colobomatous microphthalmia-rhizomelic dysplasia syndrome,Malformation syndrome,Point prevalence,1e-06,Worldwide,Class only,Validated
424261,TOR1AIP1-related limb-girdle muscular dystrophy,Disease,Cases/families,3.0,Worldwide,Case(s),Validated
424261,TOR1AIP1-related limb-girdle muscular dystrophy,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.253,Europe,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.238,Austria,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.226,Belgium,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.485,Bulgaria,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.076,Croatia,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.269,Czech Republic,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.24,Estonia,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.105,Finland,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.09,France,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.12,Germany,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.256,Iceland,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.299,Ireland,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.499,Italy,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.287,Latvia,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.215,Lithuania,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.144,Norway,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.217,Poland,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.406,Portugal,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.382,Slovakia,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.343,Spain,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.135,Switzerland,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.12,Netherlands,Value and class,Validated
424016,Adenocarcinoma of the anal canal,Disease,Annual incidence,0.26,United Kingdom,Value and class,Validated
424027,Progressive myoclonic epilepsy type 8,Disease,Cases/families,4.0,Worldwide,Case(s),Validated
424027,Progressive myoclonic epilepsy type 8,Disease,Point prevalence,1e-06,Worldwide,Class only,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.81,Europe,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.923,Austria,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.707,Belgium,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.268,Bulgaria,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.251,Croatia,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.568,Czech Republic,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.6,Estonia,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.464,Finland,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,1.096,France,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,1.307,Germany,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.809,Iceland,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.416,Ireland,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.872,Italy,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.238,Latvia,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.153,Lithuania,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,1.071,Norway,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.411,Poland,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.603,Portugal,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.194,Slovakia,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.331,Spain,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,1.712,Switzerland,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,0.621,Netherlands,Value and class,Validated
424019,Squamous cell carcinoma of the anal canal,Disease,Annual incidence,1.038,United Kingdom,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.023,Europe,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.044,Austria,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.006,Belgium,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.027,Bulgaria,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.028,Croatia,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.045,Czech Republic,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.028,Estonia,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.012,Finland,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.015,France,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.032,Germany,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.034,Ireland,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.019,Italy,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.06,Latvia,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.058,Lithuania,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.003,Norway,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.008,Poland,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.016,Portugal,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.005,Slovakia,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.027,Spain,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.006,Switzerland,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.011,Netherlands,Value and class,Validated
424039,Squamous cell carcinoma of pancreas,Disease,Annual incidence,0.023,United Kingdom,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.01,Europe,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Point prevalence,,Europe,Class only,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.006,Belgium,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.002,Bulgaria,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.002,Czech Republic,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.012,Finland,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.003,France,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.012,Germany,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.019,Italy,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.004,Portugal,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.024,Spain,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.006,Switzerland,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.019,Netherlands,Value and class,Validated
424053,Mucinous cystadenocarcinoma of the pancreas,Disease,Annual incidence,0.004,United Kingdom,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.029,Europe,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.049,Austria,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.039,Belgium,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.034,Bulgaria,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.006,Croatia,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.044,Czech Republic,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.083,Estonia,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.024,Finland,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.01,France,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.058,Germany,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.028,Ireland,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.039,Italy,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.07,Latvia,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.027,Norway,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.005,Poland,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.02,Portugal,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.05,Slovakia,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.024,Spain,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.039,Switzerland,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.017,Netherlands,Value and class,Validated
424046,Acinar cell carcinoma of pancreas,Disease,Annual incidence,0.016,United Kingdom,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.008,Europe,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.008,Austria,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.008,Belgium,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.002,Bulgaria,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.006,Croatia,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.013,Czech Republic,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.002,Finland,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.008,France,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.004,Germany,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.012,Ireland,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.007,Italy,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.022,Latvia,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.003,Norway,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.003,Poland,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.02,Portugal,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.005,Slovakia,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.027,Spain,Value and class,Validated
423968,Squamous cell carcinoma of the small intestine,Disease,Annual incidence,0.011,Switzerland,Value and class,Validated
