ORPHAcode,simbolo_gen,nombre_gen
100995,SPG14,spastic paraplegia 14 (autosomal recessive)
100996,ZFYVE26,zinc finger FYVE-type containing 26
100997,SPG16,"spastic paraplegia 16 (complicated, X-linked recessive)"
100998,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin"
100999,SPG19,spastic paraplegia 19 (autosomal dominant)
101000,SPART,spartin
101001,SPG21,"SPG21 abhydrolase domain containing, maspardin"
101003,SPG23,spastic paraplegia 23 (autosomal recessive)
101003,DSTYK,dual serine/threonine and tyrosine protein kinase
101004,SPG24,spastic paraplegia 24 (autosomal recessive)
101005,SPG25,"spastic paraplegia 25 (autosomal recessive, with disc herniation)"
101006,B4GALNT1,"beta-1,4-N-acetyl-galactosaminyltransferase 1"
101007,SPG27,spastic paraplegia 27 (autosomal recessive)
101008,DDHD1,DDHD domain containing 1
101009,SPG29,spastic paraplegia 29 (autosomal dominant)
101010,KIF1A,kinesin family member 1A
101011,REEP1,receptor accessory protein 1
101016,CACNA1C,calcium voltage-gated channel subunit alpha1 C
101016,SNTA1,syntrophin alpha 1
101016,KCNJ5,potassium inwardly rectifying channel subfamily J member 5
101016,AKAP9,A-kinase anchoring protein 9
101016,SCN5A,sodium voltage-gated channel alpha subunit 5
101016,CAV3,caveolin 3
101016,NOS1AP,nitric oxide synthase 1 adaptor protein
101016,ANK2,ankyrin 2
101016,TBX5,T-box transcription factor 5
101016,SCN4B,sodium voltage-gated channel beta subunit 4
101016,SCN10A,sodium voltage-gated channel alpha subunit 10
101016,TRDN,triadin
101016,KCNE1,potassium voltage-gated channel subfamily E regulatory subunit 1
101016,KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2
101016,KCNQ1,potassium voltage-gated channel subfamily Q member 1
101016,CALM1,calmodulin 1
101016,CALM2,calmodulin 2
101016,CALM3,calmodulin 3
101016,KCNH2,potassium voltage-gated channel subfamily H member 2
101023,GRHL3,grainyhead like transcription factor 3
101023,UBB,ubiquitin B
101028,TALDO1,transaldolase 1
101039,PCDH19,protocadherin 19
101041,FGA,fibrinogen alpha chain
101041,FGB,fibrinogen beta chain
101041,FGG,fibrinogen gamma chain
101046,DEPDC5,"DEP domain containing 5, GATOR1 subcomplex subunit"
101046,LGI1,leucine rich glioma inactivated 1
101046,RELN,reelin
101049,GNA11,G protein subunit alpha 11
101050,AP2S1,adaptor related protein complex 2 subunit sigma 1
101063,CFAP52,cilia and flagella associated protein 52
101063,CFAP53,cilia and flagella associated protein 53
101063,CIROP,ciliated left-right organizer metallopeptidase
101063,NME7,NME/NM23 family member 7
101063,DNAH9,dynein axonemal heavy chain 9
101063,PKD1L1,"polycystin 1 like 1, transient receptor potential channel interacting"
101063,CITED2,Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2
101063,NODAL,nodal growth differentiation factor
101063,ANKS3,ankyrin repeat and sterile alpha motif domain containing 3
101063,MMP21,matrix metallopeptidase 21
101068,DCN,decorin
101070,ADGRG1,adhesion G protein-coupled receptor G1
101070,PTEN,phosphatase and tensin homolog
101075,GJB1,gap junction protein beta 1
101078,AIFM1,apoptosis inducing factor mitochondria associated 1
101081,PMP22,peripheral myelin protein 22
101082,MPZ,myelin protein zero
101083,LITAF,lipopolysaccharide induced TNF factor
101084,EGR2,early growth response 2
101085,NEFL,neurofilament light chain
101088,CD40LG,CD40 ligand
101089,AICDA,activation induced cytidine deaminase
101090,CD40,CD40 molecule
101092,UNG,uracil DNA glycosylase
101097,GDAP1,ganglioside induced differentiation associated protein 1
101101,PNKP,polynucleotide kinase 3'-phosphatase
101102,GDAP1,ganglioside induced differentiation associated protein 1
101108,PDYN,prodynorphin
101109,AFG3L2,AFG3 like matrix AAA peptidase subunit 2
101110,SCA20,spinocerebellar ataxia 20
101111,PNPT1,polyribonucleotide nucleotidyltransferase 1
101111,SCA25,spinocerebellar ataxia 25
101112,EEF2,eukaryotic translation elongation factor 2
101150,TSPOAP1,TSPO associated protein 1
101150,TH,tyrosine hydroxylase
101351,RPSA,ribosomal protein SA
101351,NKX2-5,NK2 homeobox 5
102009,APC2,APC regulator of WNT signaling pathway 2
102724,RUNX1,RUNX family transcription factor 1
102724,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
102724,RUNX1T1,RUNX1 partner transcriptional co-repressor 1
102724,FLT3,fms related receptor tyrosine kinase 3
102724,CEBPA,CCAAT enhancer binding protein alpha
103908,SLC9A3,solute carrier family 9 member A3
103908,GUCY2C,guanylate cyclase 2C
103909,TREH,trehalase
103918,SPINK1,serine peptidase inhibitor Kazal type 1
103918,CTRC,chymotrypsin C
104077,ACTG2,"actin gamma 2, smooth muscle"
137605,SPRED1,sprouty related EVH1 domain containing 1
137608,PTEN,phosphatase and tensin homolog
137625,GYS1,glycogen synthase 1
137634,RNF135,ring finger protein 135
137639,POLR3A,RNA polymerase III subunit A
137667,RASA1,RAS p21 protein activator 1
137667,EPHB4,EPH receptor B4
137675,MT-CYB,mitochondrially encoded cytochrome b
137678,COL2A1,collagen type II alpha 1 chain
137681,GFM1,G elongation factor mitochondrial 1
137754,ACY1,aminoacylase 1
137776,ERBB3,erb-b2 receptor tyrosine kinase 3
137783,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
137783,MYBPC1,myosin binding protein C1
137831,OPHN1,oligophrenin 1
137834,SH3PXD2B,SH3 and PX domains 2B
137888,EDN1,endothelin 1
137888,PLCB4,phospholipase C beta 4
137888,GNAI3,G protein subunit alpha i3
137893,AKAP3,A-kinase anchoring protein 3
137893,DNAH10,dynein axonemal heavy chain 10
137893,DNHD1,dynein heavy chain domain 1
137893,CFAP61,cilia and flagella associated protein 61
137893,CFAP47,cilia and flagella associated protein 47
137893,ARMC12,armadillo repeat containing 12
137893,AURKC,aurora kinase C
137893,IFT74,intraflagellar transport 74
137898,DARS2,"aspartyl-tRNA synthetase 2, mitochondrial"
137908,MRPS22,mitochondrial ribosomal protein S22
139396,ABCD1,ATP binding cassette subfamily D member 1
139399,ABCD1,ATP binding cassette subfamily D member 1
139406,PSAP,prosaposin
139441,UFM1,ubiquitin fold modifier 1
139441,TUBB4A,tubulin beta 4A class IVa
139447,NDUFV2,NADH:ubiquinone oxidoreductase core subunit V2
139455,BEST1,bestrophin 1
139466,WNT4,Wnt family member 4
139471,BMP4,bone morphogenetic protein 4
139474,NF1,neurofibromin 1
139480,PNPLA6,patatin like phospholipase domain containing 6
139485,COQ8A,coenzyme Q8A
139512,GJB3,gap junction protein beta 3
139515,FIG4,FIG4 phosphoinositide 5-phosphatase
139525,HSPB3,heat shock protein family B (small) member 3
139525,HSPB1,heat shock protein family B (small) member 1
139525,FBXO38,F-box protein 38
139525,HSPB8,heat shock protein family B (small) member 8
139536,REEP1,receptor accessory protein 1
139536,BSCL2,"BSCL2 lipid droplet biogenesis associated, seipin"
139536,GARS1,glycyl-tRNA synthetase 1
139552,SIGMAR1,sigma non-opioid intracellular receptor 1
139557,ATP7A,ATPase copper transporting alpha
139578,CCT5,chaperonin containing TCP1 subunit 5
139583,AIFM1,apoptosis inducing factor mitochondria associated 1
139589,DCTN1,dynactin subunit 1
139589,SLC5A7,solute carrier family 5 member 7
140436,ELMO2,engulfment and cell motility 2
140481,ARHGEF10,Rho guanine nucleotide exchange factor 10
140905,LIPC,"lipase C, hepatic type"
140908,NOG,noggin
140917,NOG,noggin
140922,TTN,titin
140927,SCN2A,sodium voltage-gated channel alpha subunit 2
140927,KCNQ2,potassium voltage-gated channel subfamily Q member 2
140941,IGFALS,insulin like growth factor binding protein acid labile subunit
140944,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
140952,CCNQ,cyclin Q
140957,ACTN1,actinin alpha 1
140957,ITGB3,integrin subunit beta 3
140957,TPM4,tropomyosin 4
140957,GP1BA,glycoprotein Ib platelet subunit alpha
140957,GP1BB,glycoprotein Ib platelet subunit beta
140957,TUBA8,tubulin alpha 8
140957,TUBB1,tubulin beta 1 class VI
140957,TRPM7,transient receptor potential cation channel subfamily M member 7
140957,ITGA2B,integrin subunit alpha 2b
140957,GFI1B,growth factor independent 1B transcriptional repressor
140963,HOXA2,homeobox A2
140966,SERPINB7,serpin family B member 7
140969,IFT172,intraflagellar transport 172
140969,IFT140,intraflagellar transport 140
140976,TMEM67,transmembrane protein 67
141074,TSHZ1,teashirt zinc finger homeobox 1
141258,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like
141276,SPECC1L,sperm antigen with calponin homology and coiled-coil domains 1 like
141276,PTCH2,patched 2
141291,NECTIN1,nectin cell adhesion molecule 1
141291,MSX1,msh homeobox 1
141291,IRF6,interferon regulatory factor 6
141291,TP63,tumor protein p63
155878,GRHL3,grainyhead like transcription factor 3
155878,UBB,ubiquitin B
156728,MATN3,matrilin 3
157215,SLC34A1,solute carrier family 34 member 1
157215,SLC34A3,solute carrier family 34 member 3
157713,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
157713,EIF2B2,eukaryotic translation initiation factor 2B subunit beta
157713,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
157713,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
157713,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma
157716,EIF2B2,eukaryotic translation initiation factor 2B subunit beta
157716,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
157716,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
157716,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
157716,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma
157719,EIF2B1,eukaryotic translation initiation factor 2B subunit alpha
157719,EIF2B3,eukaryotic translation initiation factor 2B subunit gamma
157719,EIF2B2,eukaryotic translation initiation factor 2B subunit beta
157719,EIF2B5,eukaryotic translation initiation factor 2B subunit epsilon
157719,EIF2B4,eukaryotic translation initiation factor 2B subunit delta
157769,NODAL,nodal growth differentiation factor
157769,LEFTY2,left-right determination factor 2
157769,MMP21,matrix metallopeptidase 21
157769,CFC1,"cryptic, EGF-CFC family member 1"
157769,NODAL,nodal growth differentiation factor
157769,DNAH9,dynein axonemal heavy chain 9
157769,CFAP53,cilia and flagella associated protein 53
157769,ACVR2B,activin A receptor type 2B
157769,CIROP,ciliated left-right organizer metallopeptidase
157769,ZIC3,Zic family member 3
157769,PKD1L1,"polycystin 1 like 1, transient receptor potential channel interacting"
157791,CAMTA1,calmodulin binding transcription activator 1
157791,YAP1,Yes1 associated transcriptional regulator
157791,WWTR1,WW domain containing transcription regulator 1
157791,TFE3,transcription factor binding to IGHM enhancer 3
157794,BMPR1A,bone morphogenetic protein receptor type 1A
157794,GREM1,"gremlin 1, DAN family BMP antagonist"
157798,RNF43,ring finger protein 43
157801,BHLHA9,basic helix-loop-helix family member a9
157820,CLCF1,cardiotrophin like cytokine factor 1
157820,KLHL7,kelch like family member 7
157820,CRLF1,cytokine receptor like factor 1
157846,FTL,ferritin light chain
157941,PRNP,prion protein (Kanno blood group)
157949,INO80,INO80 complex ATPase subunit
157949,RAG1,recombination activating 1
157949,RAG2,recombination activating 2
157954,RBM28,RNA binding motif protein 28
157962,HMX1,H6 family homeobox 1
157965,SLC39A13,solute carrier family 39 member 13
157973,LMNA,lamin A/C
158029,APOE,apolipoprotein E
158668,PKP1,plakophilin 1
158673,COL7A1,collagen type VII alpha 1 chain
158676,COL7A1,collagen type VII alpha 1 chain
158681,KRT5,keratin 5
158684,PLEC,plectin
158684,ITGB4,integrin subunit beta 4
158687,JUP,junction plakoglobin
158687,DSP,desmoplakin
158766,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
158769,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
158772,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
158775,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
158778,KIT,"KIT proto-oncogene, receptor tyrosine kinase"
163596,HBA2,hemoglobin subunit alpha 2
163596,HBA1,hemoglobin subunit alpha 1
163634,IDH2,isocitrate dehydrogenase (NADP(+)) 2
163634,IDH1,isocitrate dehydrogenase (NADP(+)) 1
163681,CNTNAP2,contactin associated protein 2
163684,SCP2,sterol carrier protein 2
163690,PREPL,prolyl endopeptidase like
163690,SLC3A1,solute carrier family 3 member 1
163693,PPM1B,"protein phosphatase, Mg2+/Mn2+ dependent 1B"
163693,PREPL,prolyl endopeptidase like
163693,SLC3A1,solute carrier family 3 member 1
163693,CAMKMT,calmodulin-lysine N-methyltransferase
163696,SCARB2,scavenger receptor class B member 2
163699,ASPSCR1,"ASPSCR1 tether for SLC2A4, UBX domain containing"
163699,TFE3,transcription factor binding to IGHM enhancer 3
163717,CPA6,carboxypeptidase A6
163721,SRPX2,sushi repeat containing protein X-linked 2
163721,GRIN2A,glutamate ionotropic receptor NMDA type subunit 2A
163727,TBC1D24,TBC1 domain family member 24
163746,SOX10,SRY-box transcription factor 10
163927,IL36RN,interleukin 36 receptor antagonist
163927,AP1S3,adaptor related protein complex 1 subunit sigma 3
163931,AP1S3,adaptor related protein complex 1 subunit sigma 3
163931,IL36RN,interleukin 36 receptor antagonist
163937,CASK,calcium/calmodulin dependent serine protein kinase
163956,UBE2A,ubiquitin conjugating enzyme E2 A
163966,HDAC6,histone deacetylase 6
163976,POLA1,"DNA polymerase alpha 1, catalytic subunit"
163985,ARHGEF9,Cdc42 guanine nucleotide exchange factor 9
164736,PER3,period circadian regulator 3
164736,PER2,period circadian regulator 2
164736,CSNK1D,casein kinase 1 delta
165805,CPA6,carboxypeptidase A6
165991,SLC16A1,solute carrier family 16 member 1
166002,COL9A3,collagen type IX alpha 3 chain
166002,COL9A2,collagen type IX alpha 2 chain
166002,COL9A1,collagen type IX alpha 1 chain
166024,KIF7,kinesin family member 7
166035,CWC27,CWC27 spliceosome associated cyclophilin
166063,TSEN54,tRNA splicing endonuclease subunit 54
166073,RARS2,"arginyl-tRNA synthetase 2, mitochondrial"
166078,VWF,von Willebrand factor
166084,VWF,von Willebrand factor
166087,VWF,von Willebrand factor
166090,VWF,von Willebrand factor
166093,VWF,von Willebrand factor
166096,VWF,von Willebrand factor
166100,COL2A1,collagen type II alpha 1 chain
166100,COL11A2,collagen type XI alpha 2 chain
166105,FASTKD2,FAST kinase domains 2
166108,KCNK9,potassium two pore domain channel subfamily K member 9
166119,LEMD3,LEM domain containing 3
166260,DSPP,dentin sialophosphoprotein
166265,DSPP,dentin sialophosphoprotein
166272,TRIP11,thyroid hormone receptor interactor 11
166282,GNB2,G protein subunit beta 2
166282,MYH6,myosin heavy chain 6
166282,SCN5A,sodium voltage-gated channel alpha subunit 5
166282,HCN4,hyperpolarization activated cyclic nucleotide gated potassium channel 4
166286,GJB2,gap junction protein beta 2
166412,SLC1A1,solute carrier family 1 member 1
168454,NANS,N-acetylneuraminate synthase
168558,CYP11A1,cytochrome P450 family 11 subfamily A member 1
168563,DHH,desert hedgehog signaling molecule
168566,TSFM,"Ts translation elongation factor, mitochondrial"
168569,SLC29A3,solute carrier family 29 member 3
168572,STAC3,SH3 and cysteine rich domain 3
168577,SLC2A1,solute carrier family 2 member 1
168583,UTP4,UTP4 small subunit processome component
168588,HSD11B1,hydroxysteroid 11-beta dehydrogenase 1
168588,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
168593,TSPYL1,TSPY like 1
168598,MAT1A,methionine adenosyltransferase 1A
168601,TMPRSS15,transmembrane serine protease 15
168606,ZNF750,zinc finger protein 750
168612,AFP,alpha fetoprotein
168615,AFP,alpha fetoprotein
168624,FGFR2,fibroblast growth factor receptor 2
168629,ETV6,ETS variant transcription factor 6
168629,MASTL,microtubule associated serine/threonine kinase like
168629,ANKRD26,ankyrin repeat domain containing 26
168629,CYCS,"cytochrome c, somatic"
168629,IKZF5,IKAROS family zinc finger 5
168796,LMNA,lamin A/C
168829,BRCA1,BRCA1 DNA repair associated
168940,FIP1L1,factor interacting with PAPOLA and CPSF1
168940,PDGFRA,platelet derived growth factor receptor alpha
168947,PDGFRA,platelet derived growth factor receptor alpha
168950,PDGFRB,platelet derived growth factor receptor beta
168953,FGFR1,fibroblast growth factor receptor 1
168984,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"
169079,NHEJ1,non-homologous end joining factor 1
169082,CD3G,CD3 gamma subunit of T-cell receptor complex
169085,CD8A,CD8 subunit alpha
169095,FOXN1,forkhead box N1
169100,IL2RA,interleukin 2 receptor subunit alpha
169142,CEBPE,CCAAT enhancer binding protein epsilon
169142,SMARCD2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 2"
169147,C1QB,complement C1q B chain
169147,C2,complement C2
169147,C4A,complement C4A (Chido/Rodgers blood group)
169147,C1QA,complement C1q A chain
169147,C1QC,complement C1q C chain
169147,C1R,complement C1r
169147,C4B,complement C4B (Chido/Rodgers blood group)
169147,C1S,complement C1s
169150,C8G,complement C8 gamma chain
169150,C6,complement C6
169150,C9,complement C9
169150,C5,complement C5
169150,C8A,complement C8 alpha chain
169150,C7,complement C7
169150,C8B,complement C8 beta chain
169154,IL7R,interleukin 7 receptor
169157,PTPRC,protein tyrosine phosphatase receptor type C
169160,CD3D,CD3 delta subunit of T-cell receptor complex
169160,CD3E,CD3 epsilon subunit of T-cell receptor complex
169160,CD247,CD247 molecule
169186,BIN1,bridging integrator 1
169186,SPEG,striated muscle enriched protein kinase
169186,RYR1,ryanodine receptor 1
169186,TTN,titin
169189,DNM2,dynamin 2
169189,BIN1,bridging integrator 1
169189,MTMR14,myotubularin related protein 14
169189,MYF6,myogenic factor 6
169189,RYR1,ryanodine receptor 1
169464,CD59,CD59 molecule (CD59 blood group)
169467,CFD,complement factor D
169793,F9,coagulation factor IX
169796,F9,coagulation factor IX
169799,F9,coagulation factor IX
169802,F8,coagulation factor VIII
169805,F8,coagulation factor VIII
169808,F8,coagulation factor VIII
171430,KLHL41,kelch like family member 41
171430,LMOD3,leiomodin 3
171430,KLHL40,kelch like family member 40
171430,NEB,nebulin
171430,ACTA1,"actin alpha 1, skeletal muscle"
171433,TPM3,tropomyosin 3
171433,KLHL41,kelch like family member 41
171433,ACTA1,"actin alpha 1, skeletal muscle"
